trip_id,road_segments
1372640499620000596,"36631,191088,191122,116786,37860,37864,6227,6227,1099,190142,1102,1105,127396,1108,10430,10453,10442,1137,1137,159378,1298,1297,10302,10291,89,122453,122453,122453,122453"
1372639635620000178,"155994,72,25719,1301,60838,10403,34175,1478,1138,1008,1008,122708,168373,155997,10516,10516,10516,10516"
1372640555620000235,"122454,190563,4151,43,54757,79,79,79,79,79,79"
1372639871620000653,
1372639875620000009,
1372637453620000648,"122453,122453,25257,22131,34,121881,121881,71,71,71,71,25719,159250,159370,1474,1484,162526,6397,1502,159373,194151,6840,4204,147686,8558,158526,130574,105080,8837,119435,119435,119435,119435,119435,119435,119435,119435,119435"
1372640399620000320,
1372639558620000005,"122453,122453,22131,34,121879,121881,71,72,100134,10590,1154,34175,1478,1138,1009,1012,6507"
1372639848620000424,"36632,36632,36632,36632,39176,5711,78716,78716,78716,5718,10690,10693,1351,1349,1349,1349,149,149,78706,137883,137883,137883,19604,19604,1943,2066,2066,2066,2066,162,163,45220,25790,25792,25792,25791,90540,1960,44381,44318,44499"
1372640130620000010,"93060,93060,131704,131704,153953,5078,5074,131673,131673,6446,152649,6452,34140,10482,10485,1110,1014,1014,1014,1014,1014,6505,6505,6505,6505,6505"
1372638902620000372,"1294,134152,141731,141731,141731,1533,110379,107216,91,107219,122574,121,122,12951,6515,6515,6515,10188"
1372639973620000686,"1294,49,134152,134152,134152,107212,125625,125625,125625,125623,157116,1524,1532,154957,1437,107456,107456,107456,107456,107456"
1372638165620000435,
1372640356620000657,"641,641,36626,36626,39190,39190,39190,39180,39180,105438,105438,175413,175413,40101,39208,39215,191261,175416,190830,634,159263,159263,39177,39177,39186,39186,39186"
1372638793620000571,"121054,121054,121054,121054,121054,121054,121054,121054,121054,121054,121054,112760,78944,78944,78944,78944,112760,78976,902,902,902,91178,91178,91178,91178,91178,91178,91178,91178,99929,682,107445,684,1327,687,687,687,687,687,687,687"
1372638361620000154,"189193,189195,595,156129,7487,1103,1103,1103,1103,1103,1103,1103,34145,980,982,37899,108491,772,110120,153328,153328,153328,133431,156254,156254,13231,24175,24175,24175"
1372639857620000089,"190857,190855,99059,99059,190858,39162,191112,190859,190862,190862,190830,190830,159263,102161,636,102158,33019,153302,892,892,892,25672,10538,10539,67,67,69,69,73,25714,25718,10282,125627,25717,25717"
1372639096620000231,"105554,682,107447,108976,132764,108977,684,1328,136566,136566,136566,183952,107218,141731,141731,110379,91,122573,127,25712,25712,183392,105993,1474,162527,7350,1502,159372,110395,193260,116577,1187,25674,141,141,141,143,769,156199,156199,737,726,726,133450,133437,136477,136541,136541,4082,908,101001,21713,147248,147246"
1372639536620000570,
1372639241620000060,"151999,12466,12464,7751,7751,34277,39191,39179,190268,190271,155191,5804,99944,185478,5798,5788,5767,5634,159484,11185,11185,5707,159485,5710,608,1028,1031,5835,5661,646,5659,5659,5629,5629,5619,153305,36625,689,689,689,689,693,163836,696,704,704,163542,106052,5406,161024,25603,5420,5421,102514,99090,99090,2345,2345,2344,155491,176702,5556,25574,25575,5537,5537,5537"
1372640943620000596,
1372641991620000231,"133196,892,25672,6217,5116,1466,67,67,69,69,155992,10293"
1372641328620000005,"122453,25257,22131,34,121879,121881,121881,72,72,72,159250,10590,1154,34175,1478,1008,1008,122708,168373,7351,1176,1184,1169,1167,1161,175319,115959,115959"
1372641742620000657,"641,641,645,5620,5628,5628,5658,5658,647,5836,1033,1033,1036,190589,22656,190582,10935,153924,651,651,649,185645,10891,10891,10891"
1372636956620000167,"155994,69,69,25719,100135,100136,100138,100138,108883,108883,108883,1367,10356,59391,1509,1509,189192,106050,597,153302,1353,1357,125615,100123,159430,10695,10695,10691,5715,10687,1267,1267"
1372641197620000653,
1372639521620000403,"28152,28152,150,150871,150871,156011,37890,37890,144,144,25681,25681,25686,139,139,125636,194262,138,125634,6781,133,18,6773,6720,6716"
1372637230620000503,
1372641690620000372,"1294,1294,108834,177914,177914,45,102,102,102,102,100,10285,105993,12954,1475,1309,1310,1310,6515,1131,1132,156301,5296,1496,51479,51479,5233,51471,51467,51467,5198,157037,6335,6785,6778,6772,6808,6808,6808,6808,6808"
1372638451620000621,
1372642706620000653,"133196,893,189194,189194,34170,155730,1506,10532,1110,1014,1014,1014,1014,1014,1014,1014"
1372641749620000571,
1372642168620000570,"99086,6802,161172,101637,153223,21443,108683,108683,108683,108683,108683,108683,21376,21369,21445,21477,108718,708,161174,106703,99085,21366,106390,143446,173882,108780,108780,108780"
1372639358620000463,"1294,49,39,4144,102513,100094,7365,1288,25685,1271,1278,60345,10695,10691,5717,5724,10730,102136,1252,1254,7430,5865,7490,1259,7570,7585,5997,11170,153280,5767,5634,5710,5641,11207,5670,5837,5837,25568,12648,25597"
1372642178620000060,"51538,131577,100333,39538,131548,97841,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642,39610,11803,51541,161128,106785,106785,106785,7322,723,159466,51552,6807,6807,183686,153212,6518,770,37900,895,895,1099,1099,1101,1101,1102,1102,1102,1102,127396,34134,1110,1014,1014,1014,1014,1014,6505,6505,6505,6505,1014,153964,153964,153964,153964,153964,153964,153964,1014,1014,6505"
1372641600620000612,"157177,56740,56742,102153,102151,102157,161830,14694,24263,168061,168061,1148,5293,1495,159472,51471,5175,51500,51463,5132,51067,7344,6318,79596,79596,79596,79596,79596,79596,79586,79586"
1372636896620000360,
1372643618620000463,"107447,107445,110427,1322,1322,10604,10606,10606,108411,108455,108455,97950,108842,108842,82289,184108,112602,108881"
1372638641620000520,"1014,6505,6504,6504,6504,991,34152,34152,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34146,34145,34145,34145,155335,1101,1102,1102,1102,1102,1102,1102,1105,189930,34134,10411,1135,10453,10453,10547,6509,1142,140435,1144,1129,1131,13340,1488,1575,132,132,132,131,1153,1150,7323,140714,100091,100091,100091,100091,100091,100091"
1372641088620000574,"5824,5824,5827,1249,102139,153973,1064,1060,1060,156011,156011,37890,37890,144,144,25681,156205,139,139,125636,125636,138,125634,125634,125630,18,6774,34177,155998,99296,79576,79566,79488,79441,24231,139822,139816,24228,24228,24224,157564,157564,157564,157564,157564,157564"
1372637926620000173,"120887,35255"
1372641297620000320,"99928,99928,99928,99928,99928,99928,99928,99928,900,900,900,900,78944,78944,112500,159290,132124,81426,3114,3114,3114,64671,64671,132112,3117,81150,81156,56821,56833,56823,56830,60777,60780"
1372641048620000560,"78975,967,967,967,967,79292,79292,79378,139827,139827,176682,116864,826,826,827,17745,24213,24221,17748,17748,17744,17744,139807,139807,139807"
1372643656620000492,"159248,110454,110450,110450,110452,110452,6402,1005,1009,6507,10465,1014,6505,6505,6505,6474,34145,980,983,987,6484,6484,193013,193013,193013,193013,193013,121408,121408,631,185471,1059,1055,1057,5825,1252,7473,7470,7470,7470"
1372641858620000154,"1014,6505,6505,6505,6505,1105,1105,1105,127396,34134,10430,10430,1135,10455,10455,10457,10457,10457,10457,10457,10457"
1372638303620000112,"91196,91195,6337,6337,6341,156083,156088,6331,6331,6775,6326,6326,6326,5175,51504,51498,51469,51469,51469,159511,159511,159511,159511,159511,51469,51469,51469,159511,159511,159511,159511,51469,51469,159510,159510,159510,51476,5143,99398,1017,8896,8899,159358,159358,159358,159358,159358,159358,8903,8903,8921,8921,8921,9939,9939,5189,8490,5047,5052,102169,6045,6045,6045,6045,6045,5122,159380,5213,5127,140438,5129,5254,1002,1002,1002,1002,1002,159248,159248,159248,159248,159248,159248,159248,110454,110454,110449,110449,1129,1131,13340,5296,1496,51479,51479,159471,5269,51471,51466,91196,91195,91195,91195,91195,91195,91195,91195,91195,91195,91195,91195,91195,91195,91195,91195,91195"
1372642071620000305,
1372644235620000520,"122453,122453,22131,32,121879,121881,121881,71,71,37,25714,25718,10283,122570,93,93,93,90,90,107217,110378,110378,191969,1316"
1372644270620000173,"122453,122453,25256,25256,108839,54759,54752,105994,1294,108833,1324,1518,157266,1524,1524,1532,154957,1438,1438,108529,1440,109919,91210,1551"
1372642569620000004,"112604,112604,112602,79,79,79,108881,1290,1292,1292,108411,108456,105994,1294,107212,181233,136565,136565,1323,4156,107447"
1372638158620000620,"4150,4150,102,102,108821,108821,108821,100,10289,10290,10290,10295,105993,12954,4076,1474,1484,162527,162527,162527,162527,1144,1144,1146,1146"
1372637728620000671,"83,83,83,83,97955,112388,112388,108842,108842,108842,82290,1292,1292,1292,1292,1292,108411,108456,105994,1294,49,134152,141731,141731,4148,110379,91,107219,122572,122574,121,121,121,121"
1372637423620000341,"1437,1437,107456,132780,107454,107454,1313,10594,1534,1534,43,4144,77,100094,7365,1288,100126,100126,100126,183385,176395,176395,176395,176395,893,893,595,156129,7487,7487,1103,1103,34145,190145,982,108491,771,156202,156199,156199,156199,156199,731,51538,51538,131577,100333,100333,39537,23482"
1372639364620000015,"893,893,893,600,153300,7610,23153,1103,1103,1103,1103,992,992,992,992,992,34150,34150,34150,34150,35261,138892,66262,32595,32595,1116,104797,104797,104794,104794,104794,104794,104794,104794,104797,104797,104797,104797,104797,104797,104797,104797"
1372644476620000307,"157115,157115,157115,125622,107218,141731,10598,110379,110379,107216,91,122572,121,121,122,12951,110452,110452,110452,110452,110452,110452,110452,110452,110452"
1372641724620000435,"1437,107456,132780,107454,1313,1313,1313,10594,1534,44,108835,108835,134152,181233,136565,136565,4156,108977,105554,105554,681,681,681"
1372638031620000171,"108882,108882,108882,67,67,67,72,159250,10590,10588,34175,1478,1138,10438,1011,10526"
1372639380620000201,"66,66,66,52,54,75,155722,155722,1466,67,67,67,67,69,69,72,100135,100136,100138,100138,100151,108883,1367,1366,38555,1465,7608,10389,1107,6502,6441,6441,6441,136586,136586,1120,32595,7359,104796,1112,84323,4934,4934,4934,4934,4934,116870,4930,4922,160753,4280,4280,4280,4280,4280,4280"
1372637754620000007,
1372639475620000199,"14706,56742,102153,102157,6992,6992,6992,14949,6520,56740,156280,156280,156280,156281,156281,156281,156281,56742,102153,102157,6999,6996,14692,6995,7120,7120,7002,7002,7051,7028,24192,24192,7080,7080,24201,24189,24196,24196,79518,79476,79506,79506,79506,79506,79510,79452,79437,79431,79431,24232,24461,953,953,955,956,972,78944,78944,112503,112496,47737,47737,47727,78796,56843,56840,56842,81378,56838,56852,56870"
1372638266620000611,"26620,26630,26630,26630,26835,26835,26835,26780,26694,26975,26663,26663,26825,26825,26825,26655,27037,25751,4787,4787,136568,136568,136567,136567,136567,156003,22372,7036,7036,19,99299,125631,135,136,125638,193260,116576,25674,141,141,141,2,156199,156199,156199,736,714,51538,131577,100333,39538,11908,11908,39622,131553,105623,105623,105623,105623"
1372642553620000167,"159485,159485,606,11714,11722,5693,185474,117103,117103,5765,12230,39205,39205,39205,39205,39205,99064,99064,7628,12664,12421,7770,146907,7741,7781,151973,748,744,767,738,731,714,51538,155683,4987,100333,100333,11907,131549,11893,11906,25657,25666"
1372641721620000686,"1294,49,49,107213,141731,141731,1533,110379,107216,107219,122574,121,122,6515,6515,110452,110452,110452,110452,5254,5258,5210,5210,159380,8887,6046,163876,22304,5118,5194,99446,804,22446,101607,807,809,810,810,99439,99450,99454,185166,112778,32375,32375,42227,30463,30447,97456,97456,32382,32382,184998,184998,184998"
1372640550620000233,"1368,6210,6210,6210,6209,6209,1366,1366,1463,7614,156069,10414,10532,1110,1014,6505,6505,6505,6505"
1372643195620000372,"34145,34145,34145,190145,985,987,6484,121408,191090,734,39167,39179,39196,190271,99889,185481,5875,176700,176700,176700,176700"
1372644253620000574,
1372637715620000398,"25719,25719,25719,25719,100134,100134,100134,100134,100134,159250,1302,159370,159370,159370,159370,159370,1474,1474,1484,162526,7350,7350,7350,7350,1503,1503,33180,154094,1300,117104,117104,117104,117104,117104,117104,1007,1009,1009,1012,6507,6507,6507,10465,10556,1014,1014,1014,1014,1014,6505"
1372637247620000067,"102349,102349,106424,106050,153302,599,133196,892,25672,6208,5116,1466,67,67,67,67,69,73,35,89,89,89,190563,42,177915"
1372644655620000520,"110072,18795,1458,191971,1455,110069,110069,115,104,109,129,1498,1498,13343,13343,13335,13340,156300,156307,156307,5306,5306,5306"
1372644436620000112,"108520,108516,108516,139586,101783,101780,26393,143387,143387,134056,26423,26423,26423,27039,27039,27039,27039,26677,26677,26677,26651,26651,26651,26943"
1372642990620000503,"151973,151973,754,762,7697,130391,57500,154103,154096"
1372643825620000569,"10297,10297,183393,183393,183393,183393,25715,25719,100136,100138,100138,108883,1367,10356,1364,1509,600,106050,153301,139407,159254,116787,116787,116787,36628,191089,191089,39177,39177,39177,39177,39177,102161,102161"
1372638513620000473,"796,796,796"
1372637072620000367,
1372638616620000672,"159485,159485,159485,5636,605,153281,153281,153281,153281,153281,11169,11169,11169,11169,11169,11169,11169,11169,11168,11168,11168,11168,11168,11168,11168,11168,11168,5823,5819,7584,153900,156215,156215,10926,153234,10922,190564,190576,190579,190579,190579,190579,190579,190579,190579,190579,190579,190579,190579,190571,190582,10935,153924,651,651,651,649,649,648,185646,153927,4140,4140,660,660,660,660,663,666,674,10662,10662,677,1045,1045,100079,4158,108977,105554,680,99928,99928,99928,99928,99928,99928,99928,99928,99928,900,900,900,78944,78944,112503,112496,177927,47737,47737,78778,47728,81434,81434,81436,81421,81421,57263,81393,81393,81345,81345,81345"
1372641886620000089,"153268,100120,110149,185480,185482,190264,156545,39208,39208,190833,175416,190830,190830,190830,190830,39177,102161,7480,7450,191120"
1372644642620000305,"1437,1442,1442,1437,1437,1437,1437,1530,79777,1437,1437,1442,1442,1442,1442,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1442,1442,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1442,1442,1442,1442,1442,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1442,1442,1442,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1442,1442,1442,1442,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1442,1442,1437,1437,1437,1437,1437,1437,1437,1437,107457,107457,107457,107457,107457,107457,1437,1437,1437,1437"
1372637397620000190,"112607,112607,112607,112607,112607,60,60,52,75,75,1366,1366,10534,1465,155728,10389,6502,10586,10586,6441,136586,136586,1121,7355,7112,25703,25703,139,139,125636,1202,125634,125634,125630,18,6774,6718,155998,7062,7062,181213,181213,185654,878,35209,35196,35199,30421,99404,99404,41988,30414,188485,188490,188490,188490"
1372642204620000596,"159251,159251,159251,64,64,64,71,71,73,38,36,36,36,36,25256,25256,25256,25256,25256,54757,54757,4144,77,7365,1288,25685,1271,1278,6229,10695,10691,5717,5724,10730,102136,7511,165038,7471,7509,7509,7509,7507"
1372638504620000600,"181210,79773,99327,99380,159497,159497,99379,99374,99368,7339,7339,5157,5139,9939,1020,153406,159511,159511,51465,51501,51487,51482,5276,1494,156295,156292,1149,168060,168060,168058,156285,156287,156287,132860,100097,191974,191974,152025,110071,110071,110071,110071,110072,110072,1314,1442,1442,1442,107456,107456,132780,132780,132780,107454,107454,1313,10594,1534,108839,54759,97951,97949,108842,82290"
1372641278620000009,"6389,6389,6724,6006,7106,7106,154090,6429,116541,116541,116543,1167,1162,1159,8834,786,786,786,106090,106090,106090,106090,106090,106090,106090,106090,106090,106090,7311,106089,788,8844"
1372640331620000496,"1437,1437,107456,132780,107454,107454,107454,1313,10594,1534,45,45,102,100,10285,105993,4076,162526,7350,1502,159372,110395,193260,116576,125639,6,116545,116572,846,116539,116869,116869,84421,84423,84423"
1372640408620000013,"796,796,796,7272,7272,7272,7272,7272,174436,870,166,181,182,182,182,182,33683,33683,33683,33683,33683,166766,1413,1414,116478,147174,191956,191956,191956,191956,191956,191956,191956,191956,9970,9972,9972,20450,20446,20446,20441,187192,191905,187174,187159,187149,20497,20303,179352,20348,20368,20368,20368"
1372645575620000201,"10639,5115,1280,1271,1278,60347,159430,10695,5714,7446,7598,7449,7481,7481,7481,7481,7481,7481,7441,5725,7593,7477,106129,7598,7451,191122,191122"
1372645298620000307,"183952,183952,107218,141731,1534,177915,108838,108835,108835,107212,183951,183951,183951,183951,125623,157266,1524,1532,154957,1435,108516,108516,108516,108516,139586,139586,139586,101782,101780,27015,27015,110342,24257,25762,25746,25768,28113,27340,67041,159920,45468,45826,45859,45859,45859,45859,45859,45859,45859,45859,45607"
1372641453620000010,"10414,10436,1507,1507,10430,10453,6509,6509,1137,1141,159378,1298,1296,1296,1296,1296"
1372646173620000686,"1294,49,49,108834,108836,45,108821,100,100,100,10285,10285,105993,1474,1484,162526,1502,1502,159373,194151,1208,6871,7250,7250,175438,7245,134383,7271,7271,7271,7271,7271,7237,7237,7237,7237,7240,7240"
1372645426620000454,"112604,112604,112603,112603,60,60,52,75,75,155722,155722,155722,1466,1469,159251"
1372643201620000621,"110452,110452,110452,6402,1004,6397,1502,159372,110395,110395,193260,116576,116576,125639,25244,141,141,141,141,143,2,156199,156199,156199,737,737,726,726,133450,133437,133437,136477,136549,136549,136549,136538,136544,136545,33067,33067,33067,99090,2345,2345,2345,2345,2345"
1372644311620000492,"7463,100107,165037,1251,1249,106550,1268,10688,5716,10694,60344,1277,25684,1281,1287,1284,102512,108881,1290,1292,5992,108456,1294,108833,125625,125625,125625,157116,157266,1532,154957,154957,108520,108516,108516,108516,108516,108516,139585,191254,26778,26778,26778,26778,26778"
1372646789620000534,"1494,156292,1491,156285,156287,156091,140714,100091,1556,1454,1454,123467,123467,123473,123473,123473,123473,123473,123473,123473,123473,123466,123466,123466,123466,123466,123466,123466,123466,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473,123473"
1372642351620000005,"32,32,121879,121881,71,71,73,38,35,35"
1372641454620000195,"100,10289,10285,105993,12954,1474,1004,140424,140424,6397,1502,1502,159373,110395,193260,116576,116576,125639,25673,6,116545,116572,846,116539,5066,5066,5066"
1372647120620000307,"1437,1437,107456,132780,107454,107454,107454,10594,1534,1534,1534,43,112602,108881,1291,1291,1512,10621,119676,119683,119683,119683,120039,120039,10658,671,131972,131972,131972,131972,131972,131972,673,10659,10659,10662,10662,10662,10662,677,1045,1045,4158,108977,684,1328,136566,125623,157266,1524,1532"
1372643415620000653,"133196,133196,595,156129,7487,7487,1103,992,992,992,35261,66262,32595,7359,104796,66251,66251,66251,84314,84314,84311,14712,14712,84307,14710,22623,84292,163864,35257,35254,104276,1832,106577,106576,106576,106576,106576,106576,106576"
1372638851620000406,"102349,102349,106424,106424,106424,106424,106050,106050,106050,733,599,133195,100127,25684,25684,25684,1281,1287,1287,7366,100095,78,108881,1290,1292,1292,108411,105994,49,108833,125625,125623,1518,1518,157266,1524,1532,1532,154957,1437,107456,132780,132780,132780,132780,132780,107454,107454"
1372645859620000199,"156281,56742,102153,102157,161832,6991,1573,106907,100097,191975,117,121823,107216,107216,91,107219,103154,25712,10294,10294,10294,10294"
1372647913620000307,"1520,154957,1437,107456,107454,107454,1313,1533,1533,10598,10598,110379,91,107219,125626,125626,103154"
1372646710620000367,
1372638137620000325,"108836,45,102,100,10285,105993,4076,1484,162526,6397,1502,159372,110395,1196,193260,116576,125639,25244,141,141,143,37894,156199,156199,156199,731,715,621,101637,108718,108718"
1372646627620000503,"1356,1356,1356,1356,59386,159424,159424,1278,100110,1352,1350,1348,150,150871,150871,156011,156011,37896,37896,37894,156199,156199,737,737,726,99088,133449,4345,136476,136476,136476,1925,1925,4083,3867,4078,99158,99158,3925,3926,3870,3918,3918,593,593,593,593"
1372645158620000015,"159248,110454,110454,110454,110450,110450,110452,1147,5254,5254,5254,5129,5210,159380,153331,5123,163876,22304,5117,5178,1022,99398,99398,8896,8899,8905,8905,8905,8905,159358,159358,8905"
1372646292620000101,"6501,112599,6501,82289,112600,112604,80,102513,100094,7365,1280,1271,1278,1352,1351,1350,10684,1346,150,150871,156011,156011,37891,37896,4,156199,156199,156199,737,726,99088,133449,4345,136476,136476,136476,1925,4083,3867,99158,99158,3925,3869,3870,3918,3918,593,593,593,593,36510,36510,36510,36510,36510,36510,36510,168217,22964,99808,99808,63816,63816"
1372638342620000011,
1372640577620000632,"112602,112602,112602,97958,77,7365,1288,1288,1280,1271,1275,100110,1352,1349,1349,1349,1349,149,149,149,78707,137887,137906,137880,28003,28003,28003,28003,28002,28002,27552,27552,156710"
1372646610620000112,"7027,79357,7055,7042,7037,7014,157229,7036,7036,19,99299,99299,125631,135,136,125638,193260,116576,25673,6,116545,853,168345,136470,947,28123,125918,125918,7317,7180,125904,6696,100414,6738,6738,6738,122448,100433,192740,2122,12817,12813,12813,12813"
1372647683620000492,"159248,110454,110454,110450,110450,110452,110452,110452,6402,1005,1009,6507,10465,1014,6505,6505,6505"
1372638560620000308,"157177,56740,56742,157177,157178,7005,5034,5034,5034,177472,962,156003,22372,22372,7036,7036,19,99299,1381,51462,51476,5143,99398,134350,99415,887,8926,98617,2350,103860,8932,97230,8984,8986,8973,8973,97291,97291,97291,97291,97291,97291,97291"
1372640078620000333,"156091,7323,140716,1573"
1372641041620000481,
1372647636620000621,"159248,110454,110454,110450,110450,110452,110452,5254,5254,5258,5129,5210,5210,159380,78731,5123,6046,5053,51472,5149,5137,51071,6361,6361"
1372646478620000398,"1437,107456,107454,1313,1313,1313,10594,1534,45,45,102,10289,10299,100141,1474,1484,162526,6397,1502,159371,159371,137,137,178,178,181,182,182,182,33682,183,183,183,122739,122739,122739,4290,4290,6782,6782,6782,6782,1911,1913,3867,4078,99158,99158,3926,3870,3918,3918,593,593,593,593,593,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510"
1372642438620000657,"641,643,689,689,689,694,694,36529,36528,36528,7617,706,128596,128596,128596,128596,128596,99086,6802,161171,159465,51539,130402,35263,780,780,783,128603,84380,84371,84431,84431,84434,116547,106438,8238,865,865,865,788,8844,792,4201,4201,796,796,796,7238,153798,153795,7695,7675,8201,8564,8564"
1372644302620000560,"122454,4150,4150,4150,39542,39542,110378,191969,110069,110069,110069,110069,1460,1536,1536,1536,140716,1573,1573,1565,1565,14694,24263,24263,156283"
1372645102620000671,"1292,1292,1319,1317,105994,1294,134152,108836,102,108821,10289,10285,165856,4076,1484,162527,162527,1143,1143,1143,1005,1005,1007,1009,6507,10465,10472,1014,6505,6505,6505,6505"
1372646917620000190,"54,54,54,54,54,76,76,76,76,76,76,76,66,66,66,53,53,53,53,54,75,155722,1467,1467,1467,1467,60834,67,67,67,69,73,25714,25718,10283,10283,10283,10283,122570,93,93,93,93,105,115,104,191977,191977,1150,7323,100096,100096,110072,132781,1535,1535,1535,1535,1535"
1372645492620000171,"1292,1292,108411,108455,108455,108455,97950,108842,108842,82289,184108,112602,102513,100094,100094,7365,1280,1271,1275,1276,10668,27376"
